StockCode,return_order,t_order,b_rate
22473,0,79,0.00
22475,0,109,0.00
22478,0,76,0.00
22479,0,54,0.00
22480,0,67,0.00
22481,0,84,0.00
22482,0,48,0.00
22497,0,59,0.00
22498,0,96,0.00
22500,0,85,0.00
22510,0,41,0.00
22511,0,48,0.00
22512,0,32,0.00
22513,0,51,0.00
22514,0,75,0.00
22516,0,41,0.00
22517,0,54,0.00
22518,0,57,0.00
22519,0,65,0.00
22520,0,105,0.00
22521,0,94,0.00
22524,0,65,0.00
22525,0,52,0.00
22529,0,61,0.00
22531,0,163,0.00
22532,0,66,0.00
22538,0,26,0.00
22539,0,85,0.00
22541,0,21,0.00
22543,0,39,0.00
22548,0,179,0.00
22549,0,244,0.00
22559,0,39,0.00
22562,0,190,0.00
22565,0,108,0.00
22566,0,118,0.00
22572,0,126,0.00
22573,0,154,0.00
22587,0,120,0.00
22589,0,57,0.00
22604,0,108,0.00
22610,0,171,0.00
22611,0,40,0.00
22639,0,127,0.00
22640,0,41,0.00
22641,0,24,0.00
22642,0,43,0.00
22643,0,30,0.00
22651,0,94,0.00
22660,0,69,0.00
22687,0,35,0.00
22688,0,27,0.00
22695,0,96,0.00
22696,0,123,0.00
22702,0,43,0.00
22703,0,40,0.00
22707,0,47,0.00
22709,0,39,0.00
22715,0,98,0.00
22716,0,214,0.00
22717,0,87,0.00
22721,0,246,0.00
22732,0,126,0.00
22733,0,141,0.00
22735,0,86,0.00
22740,0,107,0.00
22747,0,169,0.00
22749,0,401,0.00
22753,0,166,0.00
22754,0,194,0.00
22755,0,193,0.00
22756,0,93,0.00
22758,0,127,0.00
22765,0,3,0.00
22773,0,145,0.00
22782,0,74,0.00
22783,0,32,0.00
22785,0,54,0.00
22786,0,37,0.00
22799,0,79,0.00
22802,0,34,0.00
22803,0,25,0.00
22806,0,28,0.00
22807,0,107,0.00
22813,0,154,0.00
22814,0,95,0.00
22815,0,113,0.00
22816,0,176,0.00
22817,0,126,0.00
22819,0,126,0.00
22823,0,13,0.00
22828,0,7,0.00
22830,0,6,0.00
22831,0,104,0.00
22833,0,4,0.00
22857,0,58,0.00
22861,0,38,0.00
22862,0,45,0.00
22868,0,10,0.00
22870,0,15,0.00
22871,0,10,0.00
22872,0,13,0.00
22873,0,13,0.00
22874,0,11,0.00
22875,0,14,0.00
22876,0,11,0.00
22879,0,8,0.00
22880,0,11,0.00
22881,0,13,0.00
22884,0,16,0.00
22886,0,13,0.00
22887,0,11,0.00
22888,0,8,0.00
22889,0,7,0.00
22894,0,109,0.00
22898,0,277,0.00
22903,0,32,0.00
22905,0,67,0.00
22906,0,187,0.00
22931,0,110,0.00
22953,0,82,0.00
22955,0,106,0.00
22984,0,140,0.00
22985,0,96,0.00
22987,0,4,0.00
23003,0,52,0.00
23009,0,61,0.00
23018,0,20,0.00
23019,0,28,0.00
23021,0,25,0.00
23027,0,27,0.00
23033,0,59,0.00
23036,0,15,0.00
23037,0,18,0.00
23038,0,6,0.00
23040,0,36,0.00
23043,0,19,0.00
23044,0,24,0.00
23046,0,34,0.00
23047,0,25,0.00
23058,0,44,0.00
23060,0,39,0.00
23067,0,71,0.00
23068,0,130,0.00
23069,0,31,0.00
23070,0,33,0.00
23088,0,57,0.00
23096,0,117,0.00
23101,0,190,0.00
23102,0,139,0.00
23104,0,44,0.00
23107,0,61,0.00
23115,0,38,0.00
23116,0,17,0.00
23121,0,87,0.00
23124,0,24,0.00
23125,0,16,0.00
23134,0,37,0.00
23135,0,42,0.00
23136,0,44,0.00
23137,0,20,0.00
23141,0,18,0.00
23143,0,12,0.00
23151,0,19,0.00
23162,0,142,0.00
23179,0,40,0.00
23214,0,92,0.00
23216,0,40,0.00
23217,0,84,0.00
23218,0,33,0.00
23219,0,49,0.00
23220,0,77,0.00
23223,0,67,0.00
23231,0,257,0.00
23269,0,76,0.00
23271,0,75,0.00
23272,0,35,0.00
23281,0,91,0.00
23282,0,102,0.00
23303,0,6,0.00
23304,0,9,0.00
23305,0,9,0.00
23308,0,305,0.00
23310,0,213,0.00
23317,0,70,0.00
23326,0,55,0.00
23331,0,81,0.00
23334,0,95,0.00
23336,0,63,0.00
23337,0,60,0.00
23339,0,58,0.00
23340,0,122,0.00
23341,0,98,0.00
23352,0,162,0.00
23357,0,88,0.00
23359,0,76,0.00
23360,0,107,0.00
23365,0,128,0.00
23366,0,141,0.00
23369,0,95,0.00
23371,0,133,0.00
23373,0,88,0.00
23378,0,144,0.00
23379,0,50,0.00
23381,0,64,0.00
23388,0,135,0.00
23391,0,69,0.00
23394,0,119,0.00
23399,0,176,0.00
23402,0,55,0.00
23416,0,18,0.00
23417,0,21,0.00
23418,0,60,0.00
23420,0,28,0.00
23421,0,26,0.00
23422,0,31,0.00
23429,0,20,0.00
23430,0,17,0.00
23432,0,70,0.00
23435,0,44,0.00
23438,0,98,0.00
23439,0,371,0.00
23440,0,5,0.00
23441,0,3,0.00
23442,0,7,0.00
23446,0,3,0.00
23447,0,4,0.00
23448,0,3,0.00
23449,0,1,0.00
23451,0,44,0.00
23453,0,46,0.00
23455,0,34,0.00
23457,0,29,0.00
23463,0,7,0.00
23464,0,6,0.00
23465,0,15,0.00
23467,0,5,0.00
23468,0,11,0.00
23471,0,26,0.00
23472,0,30,0.00
23473,0,43,0.00
23474,0,27,0.00
23475,0,26,0.00
23476,0,18,0.00
23477,0,8,0.00
23478,0,10,0.00
23479,0,40,0.00
23481,0,27,0.00
23482,0,36,0.00
23484,0,25,0.00
23489,0,137,0.00
23492,0,26,0.00
23495,0,24,0.00
23496,0,22,0.00
23498,0,86,0.00
23499,0,93,0.00
23500,0,84,0.00
23501,0,85,0.00
23502,0,87,0.00
23504,0,190,0.00
23505,0,104,0.00
23506,0,127,0.00
23507,0,101,0.00
23509,0,54,0.00
23510,0,95,0.00
23512,0,49,0.00
23515,0,59,0.00
23516,0,40,0.00
23517,0,51,0.00
23519,0,19,0.00
23520,0,30,0.00
23521,0,22,0.00
23522,0,21,0.00
23528,0,34,0.00
23529,0,30,0.00
23530,0,74,0.00
23531,0,97,0.00
23532,0,26,0.00
23533,0,31,0.00
23537,0,21,0.00
23538,0,27,0.00
23539,0,35,0.00
23540,0,10,0.00
23543,0,94,0.00
23545,0,83,0.00
23546,0,120,0.00
23547,0,62,0.00
23548,0,43,0.00
23549,0,51,0.00
23550,0,63,0.00
23551,0,95,0.00
23552,0,103,0.00
23553,0,62,0.00
23554,0,54,0.00
23555,0,48,0.00
23557,0,29,0.00
23558,0,47,0.00
23559,0,75,0.00
23560,0,20,0.00
23561,0,13,0.00
23562,0,37,0.00
23564,0,42,0.00
23570,0,231,0.00
23571,0,216,0.00
23575,0,22,0.00
23576,0,29,0.00
23578,0,11,0.00
23579,0,24,0.00
23580,0,21,0.00
23598,0,42,0.00
23664,0,1,0.00
23681,0,118,0.00
23691,0,38,0.00
23692,0,2,0.00
23694,0,24,0.00
23695,0,44,0.00
23697,0,26,0.00
23702,0,3,0.00
35001G,0,24,0.00
35004P,0,1,0.00
35095A,0,34,0.00
35095B,0,41,0.00
35241,0,30,0.00
35265,0,11,0.00
35271S,0,2,0.00
35443,0,5,0.00
35591T,0,4,0.00
35597A,0,1,0.00
35597B,0,1,0.00
35597D,0,2,0.00
35598A,0,2,0.00
35598B,0,22,0.00
35598C,0,2,0.00
35599B,0,23,0.00
35599D,0,19,0.00
35607A,0,1,0.00
35607B,0,7,0.00
35610A,0,1,0.00
35610B,0,1,0.00
35610C,0,1,0.00
35637A,0,24,0.00
35637C,0,7,0.00
35638A,0,5,0.00
35638B,0,4,0.00
35645,0,3,0.00
35646,0,44,0.00
35647,0,2,0.00
35649,0,6,0.00
35650,0,1,0.00
35653,0,17,0.00
35809A,0,40,0.00
35809B,0,3,0.00
35810A,0,52,0.00
35815P,0,5,0.00
35816P,0,2,0.00
35817P,0,2,0.00
35818B,0,3,0.00
35818P,0,17,0.00
35819B,0,22,0.00
35819P,0,7,0.00
35833P,0,11,0.00
35909A,0,3,0.00
35909B,0,2,0.00
35910A,0,4,0.00
35910B,0,3,0.00
35911A,0,25,0.00
35911B,0,4,0.00
35912B,0,18,0.00
35913B,0,9,0.00
35914,0,18,0.00
35915B,0,14,0.00
35915C,0,8,0.00
35916A,0,3,0.00
35916B,0,1,0.00
35916C,0,5,0.00
35920,0,11,0.00
35922,0,10,0.00
35933,0,16,0.00
35954,0,32,0.00
35958,0,3,0.00
35964,0,37,0.00
35966,0,2,0.00
35967,0,29,0.00
35968,0,18,0.00
35972,0,16,0.00
37330,0,1,0.00
37333,0,11,0.00
37343,0,8,0.00
37351,0,1,0.00
37379A,0,1,0.00
37413,0,79,0.00
37423,0,3,0.00
37444A,0,14,0.00
37444B,0,3,0.00
37444C,0,7,0.00
37461,0,1,0.00
37462E,0,4,0.00
37464,0,2,0.00
37467,0,11,0.00
37468,0,12,0.00
37471,0,1,0.00
37475,0,29,0.00
37476,0,9,0.00
37479B,0,17,0.00
37479P,0,20,0.00
37482P,0,34,0.00
37487B,0,2,0.00
37488A,0,3,0.00
37489A,0,14,0.00
37489B,0,12,0.00
37489C,0,8,0.00
37489D,0,16,0.00
37491B,0,1,0.00
37491C,0,1,0.00
37491D,0,1,0.00
37509,0,2,0.00
40003,0,11,0.00
40005B,0,4,0.00
40016,0,75,0.00
40046A,0,6,0.00
44089A,0,4,0.00
44089C,0,6,0.00
44091A,0,3,0.00
44092B,0,5,0.00
44092C,0,6,0.00
44228,0,2,0.00
44235,0,13,0.00
44236,0,6,0.00
44242A,0,1,0.00
44242B,0,3,0.00
44265,0,1,0.00
45013,0,2,0.00
46000P,0,5,0.00
46000R,0,37,0.00
46000U,0,26,0.00
46115B,0,2,0.00
46118,0,18,0.00
46126A,0,6,0.00
46775D,0,13,0.00
46776A,0,6,0.00
46776B,0,7,0.00
46776C,0,6,0.00
46776D,0,3,0.00
46776E,0,5,0.00
46776F,0,8,0.00
47013A,0,4,0.00
47016,0,1,0.00
47021G,0,15,0.00
47310M,0,47,0.00
47341A,0,5,0.00
47341B,0,11,0.00
47343A,0,14,0.00
47344B,0,6,0.00
47348A,0,15,0.00
47367B,0,11,0.00
47369A,0,6,0.00
47369B,0,3,0.00
47420,0,13,0.00
47421,0,54,0.00
47469,0,11,0.00
47471,0,24,0.00
47480,0,52,0.00
47481,0,19,0.00
47503H,0,32,0.00
47503J,0,1,0.00
47518F,0,28,0.00
47556B,0,2,0.00
47570B,0,26,0.00
47574B,0,2,0.00
47578A,0,27,0.00
47579,0,1,0.00
47585A,0,27,0.00
47586A,0,8,0.00
47589,0,3,0.00
47591B,0,10,0.00
47593A,0,12,0.00
47593B,0,94,0.00
62018,0,59,0.00
62074B,0,4,0.00
62086A,0,13,0.00
62094B,0,3,0.00
62096A,0,8,0.00
62096B,0,1,0.00
62097B,0,3,0.00
70006,0,78,0.00
71050,0,6,0.00
71101E,0,22,0.00
71143,0,1,0.00
71215,0,2,0.00
71270,0,31,0.00
71403,0,13,0.00
71406C,0,21,0.00
71495A,0,2,0.00
71495B,0,5,0.00
71496A,0,5,0.00
71496B,0,4,0.00
71510,0,8,0.00
72024U,0,3,0.00
72051S,0,5,0.00
72122,0,44,0.00
72127,0,29,0.00
72128,0,33,0.00
72130,0,24,0.00
72131,0,18,0.00
72132,0,12,0.00
72133,0,13,0.00
72134,0,8,0.00
72225C,0,16,0.00
72232,0,65,0.00
72349B,0,91,0.00
72351A,0,133,0.00
72369A,0,3,0.00
72598,0,41,0.00
72709,0,7,0.00
72780,0,20,0.00
72783,0,2,0.00
72798C,0,3,0.00
72799C,0,18,0.00
72799F,0,21,0.00
72800B,0,36,0.00
72800C,0,30,0.00
72800D,0,29,0.00
72800E,0,96,0.00
72801C,0,14,0.00
72801D,0,12,0.00
72801G,0,11,0.00
72811,0,6,0.00
72812,0,4,0.00
72819,0,30,0.00
72821,0,4,0.00
75011,0,12,0.00
75013B,0,6,0.00
75131,0,13,0.00
75172,0,8,0.00
75178,0,9,0.00
77079,0,1,0.00
77101A,0,20,0.00
78034B,0,6,0.00
78124,0,17,0.00
79026B,0,9,0.00
79030G,0,52,0.00
79051A,0,37,0.00
79062D,0,4,0.00
79063C,0,14,0.00
79063D,0,10,0.00
79067,0,18,0.00
79071B,0,11,0.00
79144B,0,15,0.00
79144C,0,6,0.00
79149B,0,8,0.00
79151B,0,2,0.00
79157B,0,2,0.00
79157V,0,3,0.00
79161A,0,2,0.00
79190D,0,25,0.00
79192A,0,2,0.00
79302M,0,47,0.00
79329,0,2,0.00
79331,0,3,0.00
79336,0,3,0.00
79403,0,11,0.00
79406,0,6,0.00
81950B,0,8,0.00
81950V,0,6,0.00
81952B,0,9,0.00
81952V,0,24,0.00
81953B,0,3,0.00
81953P,0,3,0.00
82011A,0,10,0.00
82011B,0,19,0.00
82011C,0,20,0.00
82095,0,4,0.00
82552,0,292,0.00
82567,0,149,0.00
82599,0,85,0.00
82605,0,3,0.00
82613A,0,14,0.00
82615,0,1,0.00
84016,0,1,0.00
84033,0,7,0.00
84051,0,24,0.00
84086C,0,19,0.00
84192,0,25,0.00
84199,0,28,0.00
84201B,0,2,0.00
84201C,0,1,0.00
84206A,0,3,0.00
84206B,0,1,0.00
84206C,0,2,0.00
84212,0,103,0.00
84218,0,40,0.00
84226,0,9,0.00
84227,0,1,0.00
84231,0,18,0.00
84247G,0,23,0.00
84247L,0,8,0.00
84247N,0,18,0.00
84249A,0,13,0.00
84251C,0,2,0.00
84251G,0,15,0.00
84306,0,2,0.00
84313B,0,13,0.00
84313C,0,24,0.00
84341B,0,33,0.00
84356,0,46,0.00
84358,0,12,0.00
84360,0,17,0.00
84387A,0,1,0.00
84388,0,6,0.00
84402B,0,3,0.00
84415A,0,2,0.00
84415B,0,2,0.00
84429A,0,14,0.00
84457,0,21,0.00
84459B,0,60,0.00
84462,0,6,0.00
84465,0,7,0.00
84466,0,10,0.00
84497,0,7,0.00
84499,0,2,0.00
84507B,0,14,0.00
84508C,0,20,0.00
84509B,0,48,0.00
84509C,0,23,0.00
84509E,0,8,0.00
84509G,0,46,0.00
84510C,0,32,0.00
84510E,0,9,0.00
84519A,0,61,0.00
84519B,0,91,0.00
84520B,0,54,0.00
84522,0,6,0.00
84527,0,6,0.00
84531A,0,25,0.00
84531B,0,25,0.00
84534B,0,5,0.00
84535A,0,20,0.00
84539,0,1,0.00
84548,0,3,0.00
84549,0,3,0.00
84550,0,1,0.00
84551,0,1,0.00
84558A,0,60,0.00
84559A,0,42,0.00
84562A,0,2,0.00
84563A,0,14,0.00
84563B,0,21,0.00
84568,0,23,0.00
84569A,0,26,0.00
84569B,0,11,0.00
84569C,0,1,0.00
84569D,0,34,0.00
84576,0,9,0.00
84580,0,120,0.00
84581,0,70,0.00
84584,0,18,0.00
84592,0,17,0.00
84593,0,1,0.00
84595E,0,9,0.00
84596E,0,35,0.00
84596G,0,158,0.00
84596J,0,27,0.00
84596L,0,79,0.00
84597B,0,5,0.00
84597C,0,13,0.00
84613A,0,3,0.00
84613C,0,1,0.00
84614A,0,1,0.00
84617,0,3,0.00
84620,0,1,0.00
84637,0,13,0.00
84638,0,12,0.00
84658,0,16,0.00
84660B,0,29,0.00
84660C,0,27,0.00
84661A,0,11,0.00
84661B,0,12,0.00
84661C,0,5,0.00
84666,0,4,0.00
84673A,0,25,0.00
84673B,0,42,0.00
84675,0,2,0.00
84679,0,2,0.00
84683,0,7,0.00
84686,0,8,0.00
84689,0,2,0.00
84691,0,4,0.00
84705C,0,1,0.00
84706D,0,3,0.00
84706F,0,10,0.00
84707A,0,25,0.00
84707B,0,13,0.00
84708B,0,14,0.00
84709B,0,11,0.00
84711A,0,7,0.00
84711B,0,8,0.00
84712B,0,11,0.00
84715,0,3,0.00
84723,0,6,0.00
84725,0,18,0.00
84731,0,2,0.00
84732B,0,2,0.00
84732D,0,2,0.00
84741C,0,14,0.00
84743C,0,1,0.00
84744,0,18,0.00
84745A,0,5,0.00
84745B,0,5,0.00
84746,0,1,0.00
84748,0,8,0.00
84760S,0,8,0.00
84763,0,49,0.00
84773,0,1,0.00
84789,0,43,0.00
84795B,0,40,0.00
84795C,0,1,0.00
84796A,0,10,0.00
84796B,0,17,0.00
84798B,0,2,0.00
84801A,0,5,0.00
84801B,0,3,0.00
84802A,0,1,0.00
84802B,0,1,0.00
84803B,0,3,0.00
84804A,0,8,0.00
84804B,0,6,0.00
84805A,0,3,0.00
84805B,0,3,0.00
84806A,0,11,0.00
84806B,0,19,0.00
84809A,0,5,0.00
84809B,0,1,0.00
84823,0,25,0.00
84824,0,2,0.00
84827,0,14,0.00
84842,0,9,0.00
84846A,0,10,0.00
84847,0,11,0.00
84854,0,1,0.00
84858C,0,5,0.00
84859A,0,30,0.00
84859B,0,10,0.00
84859C,0,21,0.00
84865,0,11,0.00
84870B,0,10,0.00
84870C,0,10,0.00
84872A,0,3,0.00
84873A,0,2,0.00
84874B,0,7,0.00
84875B,0,15,0.00
84875D,0,8,0.00
84876B,0,20,0.00
84876D,0,12,0.00
84877A,0,1,0.00
84877B,0,9,0.00
84877D,0,11,0.00
84882,0,15,0.00
84898F,0,18,0.00
84905,0,2,0.00
84907,0,3,0.00
84910A,0,6,0.00
84912A,0,38,0.00
84912B,0,46,0.00
84913A,0,10,0.00
84913B,0,20,0.00
84915,0,11,0.00
84916,0,18,0.00
84917,0,14,0.00
84919,0,9,0.00
84920,0,26,0.00
84921,0,5,0.00
84922,0,5,0.00
84924A,0,24,0.00
84924F,0,3,0.00
84925D,0,10,0.00
84925F,0,14,0.00
84926A,0,31,0.00
84926D,0,31,0.00
84926E,0,37,0.00
84931A,0,22,0.00
84951B,0,31,0.00
84952A,0,6,0.00
84952C,0,9,0.00
84963A,0,1,0.00
84963B,0,1,0.00
84968B,0,2,0.00
84968E,0,22,0.00
84968F,0,30,0.00
84974,0,28,0.00
84975,0,2,0.00
84984A,0,6,0.00
84984B,0,5,0.00
84984D,0,4,0.00
84989A,0,17,0.00
84990,0,2,0.00
84993A,0,33,0.00
84993B,0,17,0.00
85006,0,9,0.00
85008,0,7,0.00
85015,0,113,0.00
85016,0,25,0.00
85017A,0,2,0.00
85017C,0,10,0.00
85018D,0,7,0.00
85019A,0,28,0.00
85019B,0,25,0.00
85020,0,16,0.00
85024B,0,12,0.00
85026B,0,9,0.00
85028L,0,4,0.00
85028S,0,8,0.00
85030,0,6,0.00
85031A,0,7,0.00
85031B,0,1,0.00
85031C,0,1,0.00
85032A,0,96,0.00
85032B,0,93,0.00
85034B,0,90,0.00
85035B,0,43,0.00
85035C,0,107,0.00
85038,0,110,0.00
85039A,0,40,0.00
85039B,0,51,0.00
85049B,0,13,0.00
85049C,0,205,0.00
85049D,0,102,0.00
85049F,0,85,0.00
85049H,0,73,0.00
85055,0,10,0.00
85067,0,5,0.00
85071C,0,72,0.00
85071D,0,64,0.00
85078,0,65,0.00
85084,0,6,0.00
85086A,0,8,0.00
85089,0,5,0.00
85092,0,2,0.00
85093,0,20,0.00
85094,0,30,0.00
85095,0,10,0.00
85096,0,11,0.00
85106,0,9,0.00
85107,0,25,0.00
85109,0,1,0.00
85111,0,51,0.00
85114A,0,42,0.00
85114C,0,60,0.00
85124C,0,31,0.00
85125,0,18,0.00
85129B,0,16,0.00
85129C,0,12,0.00
85129D,0,34,0.00
85130A,0,10,0.00
85130B,0,50,0.00
85130C,0,43,0.00
85130D,0,51,0.00
85131B,0,13,0.00
85131C,0,11,0.00
85131D,0,12,0.00
85132B,0,60,0.00
85135A,0,6,0.00
85136A,0,37,0.00
85136B,0,2,0.00
85136C,0,25,0.00
85144,0,41,0.00
85145,0,13,0.00
85146,0,8,0.00
85161,0,9,0.00
85163A,0,18,0.00
85167B,0,7,0.00
85168B,0,7,0.00
85169A,0,48,0.00
85169B,0,25,0.00
85169C,0,21,0.00
85169D,0,22,0.00
85170A,0,1,0.00
85170C,0,29,0.00
85179A,0,17,0.00
85179C,0,7,0.00
85180B,0,21,0.00
85183B,0,106,0.00
85184C,0,136,0.00
85185D,0,8,0.00
85186A,0,37,0.00
85187,0,58,0.00
85188B,0,8,0.00
85189,0,3,0.00
85195,0,3,0.00
85197,0,18,0.00
85198,0,6,0.00
85200,0,26,0.00
85202,0,39,0.00
85203,0,49,0.00
85205B,0,24,0.00
85206A,0,103,0.00
85206B,0,4,0.00
85208,0,24,0.00
85212,0,70,0.00
85214,0,43,0.00
85215,0,8,0.00
85216,0,8,0.00
85224,0,1,0.00
85225,0,3,0.00
85227,0,147,0.00
85230A,0,18,0.00
85230B,0,38,0.00
85230E,0,24,0.00
85230F,0,12,0.00
90000A,0,6,0.00
90000B,0,2,0.00
90000D,0,4,0.00
90001A,0,1,0.00
90001B,0,2,0.00
90001C,0,2,0.00
90001D,0,3,0.00
90002D,0,6,0.00
90010A,0,5,0.00
90010B,0,3,0.00
90010E,0,7,0.00
90011A,0,1,0.00
90011B,0,2,0.00
90012A,0,2,0.00
90012B,0,2,0.00
90013C,0,4,0.00
90014A,0,10,0.00
90014B,0,8,0.00
90014C,0,3,0.00
90016A,0,4,0.00
90016B,0,8,0.00
90018B,0,5,0.00
90019A,0,9,0.00
90019B,0,2,0.00
90019C,0,3,0.00
90021,0,1,0.00
90023,0,4,0.00
90024C,0,1,0.00
90024D,0,1,0.00
90024F,0,1,0.00
90025A,0,2,0.00
90025F,0,1,0.00
90026A,0,1,0.00
90026B,0,2,0.00
90026C,0,2,0.00
90026D,0,3,0.00
90027A,0,1,0.00
90027D,0,1,0.00
90028,0,1,0.00
90029,0,2,0.00
90030A,0,7,0.00
90030B,0,15,0.00
90030C,0,8,0.00
90031,0,5,0.00
90032,0,6,0.00
90033,0,1,0.00
90035A,0,2,0.00
90035C,0,1,0.00
90036A,0,4,0.00
90036B,0,2,0.00
90036C,0,2,0.00
90036D,0,4,0.00
90036E,0,5,0.00
90036F,0,1,0.00
90037B,0,1,0.00
90038A,0,1,0.00
90038B,0,1,0.00
90038C,0,1,0.00
90039A,0,1,0.00
90039B,0,1,0.00
90039C,0,1,0.00
90039D,0,2,0.00
90040A,0,2,0.00
90040B,0,2,0.00
90040C,0,3,0.00
90041,0,1,0.00
90042A,0,2,0.00
90043,0,2,0.00
90046,0,1,0.00
90048,0,1,0.00
90049,0,3,0.00
90051,0,3,0.00
90054,0,1,0.00
90055,0,1,0.00
90057,0,22,0.00
90060B,0,1,0.00
90060D,0,3,0.00
90063A,0,7,0.00
90063B,0,5,0.00
90064A,0,3,0.00
90065A,0,3,0.00
90065B,0,1,0.00
90067A,0,3,0.00
90069,0,1,0.00
90071,0,1,0.00
90072,0,3,0.00
90073,0,4,0.00
90074,0,1,0.00
90078,0,1,0.00
90079,0,2,0.00
90081A,0,8,0.00
90081C,0,6,0.00
90082A,0,10,0.00
90082B,0,10,0.00
90082D,0,4,0.00
90083,0,4,0.00
90084,0,1,0.00
90085,0,2,0.00
90086,0,11,0.00
90087,0,8,0.00
90089,0,2,0.00
90093,0,6,0.00
90094,0,12,0.00
90096,0,3,0.00
90099,0,13,0.00
90100,0,1,0.00
90102,0,1,0.00
90103,0,2,0.00
90104,0,1,0.00
90114,0,11,0.00
90116,0,3,0.00
90119,0,15,0.00
90120B,0,5,0.00
90120C,0,7,0.00
90120D,0,2,0.00
90122A,0,3,0.00
90122B,0,1,0.00
90122C,0,5,0.00
90123A,0,8,0.00
90123B,0,4,0.00
90123C,0,5,0.00
90123D,0,2,0.00
90124A,0,4,0.00
90124B,0,3,0.00
90124C,0,4,0.00
90125A,0,6,0.00
90125B,0,3,0.00
90125C,0,3,0.00
90125D,0,5,0.00
90125E,0,1,0.00
90128B,0,1,0.00
90129A,0,3,0.00
90129B,0,6,0.00
90129C,0,6,0.00
90129D,0,2,0.00
90129E,0,1,0.00
90129F,0,5,0.00
90130A,0,1,0.00
90130B,0,3,0.00
90131,0,1,0.00
90133,0,3,0.00
90135,0,1,0.00
90136,0,2,0.00
90138,0,1,0.00
90141A,0,2,0.00
90141B,0,2,0.00
90141C,0,2,0.00
90141D,0,1,0.00
90141E,0,1,0.00
90142D,0,3,0.00
90144,0,3,0.00
90145,0,11,0.00
90146,0,3,0.00
90149,0,3,0.00
90151,0,4,0.00
90152A,0,3,0.00
90152B,0,1,0.00
90152C,0,1,0.00
90154,0,5,0.00
90155,0,4,0.00
90156,0,2,0.00
90157,0,2,0.00
90158,0,6,0.00
90159,0,2,0.00
90160B,0,8,0.00
90160C,0,16,0.00
90160D,0,9,0.00
90161A,0,6,0.00
90161B,0,12,0.00
90161C,0,15,0.00
90161D,0,9,0.00
90162A,0,1,0.00
90162C,0,7,0.00
90162D,0,5,0.00
90163A,0,2,0.00
90163B,0,1,0.00
90164A,0,6,0.00
90164B,0,7,0.00
90165B,0,1,0.00
90166,0,8,0.00
90167,0,1,0.00
90173,0,3,0.00
90175A,0,8,0.00
90175C,0,6,0.00
90175D,0,2,0.00
90176B,0,1,0.00
90176C,0,1,0.00
90176E,0,2,0.00
90177B,0,2,0.00
90178A,0,6,0.00
90178B,0,1,0.00
90179A,0,2,0.00
90179C,0,1,0.00
90180A,0,5,0.00
90180B,0,3,0.00
90181A,0,1,0.00
90183C,0,1,0.00
90184A,0,4,0.00
90184B,0,11,0.00
90184C,0,7,0.00
90185D,0,8,0.00
90186A,0,3,0.00
90186B,0,6,0.00
90187B,0,1,0.00
90188,0,2,0.00
90189A,0,2,0.00
90190A,0,1,0.00
90190B,0,1,0.00
90190C,0,4,0.00
90191,0,7,0.00
90194,0,6,0.00
90195A,0,7,0.00
90195B,0,3,0.00
90196A,0,5,0.00
90196B,0,4,0.00
90197B,0,1,0.00
90198A,0,10,0.00
90198B,0,11,0.00
90199A,0,3,0.00
90199B,0,1,0.00
90199D,0,2,0.00
90200A,0,16,0.00
90200C,0,6,0.00
90200D,0,24,0.00
90200E,0,18,0.00
90201D,0,9,0.00
90205A,0,6,0.00
90205C,0,3,0.00
90206A,0,3,0.00
90206C,0,7,0.00
90209B,0,11,0.00
90210A,0,3,0.00
90210B,0,6,0.00
90210C,0,5,0.00
90210D,0,5,0.00
90211A,0,3,0.00
90212B,0,1,0.00
90212C,0,2,0.00
90214A,0,14,0.00
90214B,0,2,0.00
90214C,0,9,0.00
90214D,0,7,0.00
90214E,0,8,0.00
90214F,0,2,0.00
90214G,0,7,0.00
90214H,0,6,0.00
90214I,0,3,0.00
90214J,0,5,0.00
90214K,0,12,0.00
90214L,0,5,0.00
90214M,0,5,0.00
90214N,0,5,0.00
90214O,0,1,0.00
90214P,0,6,0.00
90214R,0,4,0.00
90214S,0,6,0.00
90214T,0,1,0.00
90214U,0,1,0.00
90214V,0,3,0.00
90214W,0,1,0.00
90214Y,0,3,0.00
90214Z,0,1,0.00
BANK CHARGES,0,11,0.00
DOT,0,16,0.00
PADS,0,3,0.00
