c3,pv,buy_cnt
3291419,1562,49
2650009,433,22
89797,221,7
1869802,2497,33
5148857,1368,51
3420127,188,13
4659155,285,25
1900834,247,12
1082035,3358,182
3626061,1126,12
2271635,482,18
1209439,342,78
3901193,863,1170
3264733,1261,78
1670027,155,9
1649508,94,6
5131430,1046,96
4565729,5207,334
351048,4510,34
4062814,1285,5
4437368,3004,235
2116151,1126,3
437197,236,1
3755957,1174,9
1090746,248,7
3903234,903,51
2610791,834,68
579914,4249,57
979761,2717,121
7769,2323,95
555560,180,11
105137,1121,98
119613,1369,17
511680,1437,2
5047668,251,283
3177782,1840,128
3283188,3629,262
1443426,371,16
252646,216,15
2545868,682,68
861353,233,9
2323522,424,6
4723396,3152,80
4158422,1147,32
2271402,6666,137
4823567,520,67
2453230,442,14
1025906,234,25
3870839,5558,377
3807068,3095,250
3494149,846,10
4372382,1024,16
733013,1649,27
1998227,1493,123
4398560,1346,146
476519,1060,154
4940020,919,15
314028,2712,93
4220654,4282,534
127525,2287,86
1060525,261,31
3307148,2009,10
1055496,648,40
4964090,93,4
4258223,1331,14
479163,2160,79
2716202,259,12
4752941,935,75
2127597,689,32
1990766,303,15
2110377,1113,44
3300651,2933,56
4530743,4453,84
4764977,4125,94
3872498,353,14
3529432,48,3
140601,139,1
2381796,1129,2
1352442,51,6
4514910,91,6
4295724,1214,65
892254,1424,150
1739706,1749,107
2262643,50,3
4396417,3953,24
721015,535,2
1992942,1204,87
3627665,2152,20
1981598,595,3
3368773,672,26
1327405,1137,18
719442,3760,328
3554917,2957,205
4612468,2764,52
609791,1086,114
3258181,919,14
5117554,19,0
2036277,359,7
1736178,1110,87
1895940,1376,7
194104,2062,1140
711599,2071,28
1138276,213,3
2283708,759,18
2865652,1106,28
1720743,221,10
1143882,300,3
329040,4177,22
958821,839,99
4436725,56,2
1672287,1213,60
549014,1338,32
2080896,1516,10
3978995,341,2
939635,117,0
1278924,751,60
1330074,455,26
293545,5698,234
2052384,617,27
737405,817,60
2689976,1522,27
3666135,1931,203
2244899,199,4
2197799,1656,178
4389495,542,12
90791,11162,348
2240104,6812,212
848089,116,9
3147601,1947,66
1421085,280,10
1132465,1748,99
5086533,2130,159
2288919,375,18
1182766,131,3
3042127,1688,137
1492770,1566,51
4276422,1365,32
4332163,1098,42
436573,3581,52
2828436,5326,242
2228775,1420,33
1032185,3075,200
3542036,2480,37
2475942,6990,454
3385002,632,24
139734,1155,77
3174314,349,10
1400481,35,0
3165623,201,1
3279421,777,23
4174165,323,17
2950158,1441,164
3148538,1714,117
2954645,2879,104
230481,3193,267
4453488,93,1
2192512,1430,82
4270314,922,25
2004007,6325,263
2691737,3563,193
2836371,3993,39
3154173,2980,242
4256011,2160,102
3763517,7581,52
2774536,1556,55
656392,2366,120
4878483,1696,65
4042348,208,5
3626786,285,17
2495814,94,1
2931809,1524,37
2801229,2766,174
467461,2062,111
1486580,2287,169
4514070,924,59
4406355,335,3
2122530,2794,31
4485778,2550,73
104848,1893,151
201150,88,5
517474,204,1
3910741,944,24
1434020,1565,8
4439745,63,0
633394,3922,51
283109,6072,152
718211,522,30
3896013,292,23
1004392,2490,50
832330,897,43
3175480,2239,242
1397059,2797,116
4963121,672,7
1321841,342,38
717033,3094,78
5109297,2695,146
4603467,501,2
2237203,373,5
2484494,1708,56
2088964,1365,79
4566689,2057,1
1729588,2234,7
3344654,118,0
2910107,884,8
2673674,45,4
2580472,2251,15
4656779,7637,148
3712511,2586,53
921799,660,16
380055,1605,61
2345211,4520,145
1516361,826,12
3098561,37,1
4737339,2224,58
4883014,1371,97
2611406,1072,77
665090,4389,64
188263,543,18
2559494,1443,32
4167298,8468,1008
1827100,4567,180
2637064,1345,110
3224824,4449,62
5148696,3561,187
4483470,71,1
5008322,143,3
3342722,918,61
1128240,1194,42
1931469,1214,117
3028359,3016,173
3190175,4538,29
770683,1089,8
1581081,1452,5
3124169,1563,115
4360192,5054,372
850104,609,43
4730017,558,1
1604349,122,10
2027583,1790,69
2013864,2323,131
666497,2592,98
1301428,4467,102
1673834,61,5
731056,874,89
4557641,255,2
678005,2035,137
1174795,1123,96
2568036,1018,1
4107030,731,20
467470,228,12
3091719,293,6
1765179,231,12
3822090,975,130
4164898,918,17
188833,27,0
3681567,163,20
2985553,3741,90
2550403,663,48
1598774,2479,222
2208799,5071,46
4282985,3967,29
2125732,2628,3
999101,219,0
4233539,1158,20
489878,83,4
3852520,3138,95
1945301,1573,27
436979,1063,45
3139553,874,3
800190,4081,356
1313865,601,21
2573032,709,22
3211196,877,35
1583744,296,8
1916098,206,12
4356686,3219,27
1891872,2945,161
4765593,991,119
738823,601,18
228974,136,8
2647117,2407,66
1751144,338,1
3700191,917,33
2963788,152,0
394667,206,1
874007,4771,265
1952564,8402,236
2952458,10383,248
3555122,73,0
3783993,31,1
2018837,450,20
4374797,243,12
2912070,280,24
3544270,419,15
1589379,2848,73
3073794,2823,149
620869,993,82
587452,743,6
2413768,1597,98
255508,346,6
3903617,578,4
1331923,1074,54
1421972,2374,1505
341057,5884,38
3528744,1290,39
5015017,342,2
813818,1187,117
3521514,2032,309
2449664,2606,151
2155313,6465,174
3499323,747,60
2196159,293,0
467835,2365,22
2686648,324,24
2778219,5,0
2413296,3727,146
3587108,7066,115
4960901,599,27
1032578,88,1
2665617,63,2
4640795,186,6
1703519,58,0
2139021,335,27
4827299,3040,30
1236409,3012,72
883540,844,36
5106626,111,0
807963,3341,92
3528894,683,14
4783491,59,0
565751,959,28
464112,2600,85
4840206,1105,46
2942460,551,11
3166089,748,6
5148429,962,8
3413103,198,2
2664522,828,76
951089,70,1
2367548,607,6
4776096,494,68
246830,1032,30
4412497,479,14
685842,248,8
2575281,316,6
3985369,537,3
2988293,3180,113
2700588,607,60
2672589,1095,52
2914440,3358,341
3279507,2479,63
3194345,283,11
324339,186,17
4487257,278,0
3340284,72,8
3890552,282,2
2675329,461,0
3980838,2001,33
1457926,711,23
1529413,146,0
309088,427,1
565986,2092,49
4209709,485,23
360941,102,5
2974240,265,7
2796753,869,11
1716161,1423,41
3358347,739,10
4239038,3957,220
4952210,1962,80
4368309,48,4
3589833,3195,93
186756,130,8
1233959,190,3
3447865,1583,11
1370506,855,18
1236272,382,12
1834393,204,8
4718542,7283,103
3120318,181,3
843337,1647,12
1500885,1297,24
2189821,126,5
3515027,312,22
1936894,227,6
3792077,978,6
334210,1447,65
2869260,2501,256
1397281,1036,41
714624,21,1
4446527,2398,142
2529139,71,11
2783415,315,53
2769887,830,21
3733874,8204,78
3097358,1907,28
3443560,2851,39
4760331,694,7
3494943,843,77
2587827,37,2
877856,74,0
4128033,1432,7
1230484,1686,88
3818081,5669,47
2265659,326,7
2960717,5119,63
2169913,459,11
3596683,858,52
4093760,242,5
2515261,760,24
660942,433,6
2099400,1907,108
2747519,716,61
4801438,990,7
3889118,2912,5
3443691,7201,26
4065220,1272,82
4510514,336,1
414708,2808,333
3859384,1277,42
1882924,759,54
3812262,272,28
499665,1412,40
4316584,652,51
3732988,399,16
2839880,404,1
3506316,127,9
1048697,938,84
4074849,796,75
4411052,1812,4
1972463,843,58
74392,5,0
270397,2902,271
991317,931,137
276158,3057,245
4083704,1382,10
4793189,905,6
65099,2307,98
1171633,57,8
1019845,1056,62
654045,1065,183
3749027,2059,84
3092004,470,17
2668462,137,19
4414464,2901,81
2265930,669,71
3428464,91,4
2522303,1440,28
3130529,3519,46
1489094,1879,60
3816918,484,40
844212,2450,15
2787085,1437,7
1302259,3551,46
114333,3104,367
3497174,1641,14
3057225,4967,197
4148477,2945,119
2529055,753,26
1577687,3947,107
4493358,682,80
1252294,1009,67
2969269,4758,141
1274175,1143,48
1996243,1126,45
2505343,3196,114
4374989,349,1
671838,302,16
836490,195,6
1223790,1417,20
109040,6,0
4739351,4012,68
677862,2922,326
5161669,1078,155
3185664,191,28
2343750,2017,211
3847319,93,6
1203804,338,41
720513,1411,247
2118468,75,3
3147028,817,98
3962527,584,37
3848874,3444,122
3552091,171,2
1854481,2152,30
1721390,380,0
1406744,298,12
3896787,159,4
2602083,298,10
4949652,117,2
3440715,401,12
4875956,475,36
1769043,3008,233
4960437,3315,51
985237,1046,66
4706843,564,44
4534846,489,7
4740174,99,9
1507087,196,5
3313740,223,17
2447282,274,6
2769598,259,14
2787444,168,4
2001772,2820,45
4799973,150,3
1171922,248,1
4970836,591,21
137099,1348,41
1565736,1224,22
2880666,553,30
2844721,670,12
3229786,1453,14
2561082,1187,53
219991,76,1
336385,1236,84
4228623,2122,68
2285181,2139,7
5001131,153,0
1350517,298,2
926345,1464,46
5126058,1681,74
1633233,137,0
341247,771,21
2990986,415,7
3845884,789,17
4785750,505,15
3064006,216,0
2961228,351,0
3008396,1167,145
274483,2475,51
2664775,2368,50
2396030,243,3
3737607,246,19
4949807,1176,137
5135255,486,28
3184322,351,13
3103283,1645,138
3709037,2342,197
2358943,2477,29
4814715,271,2
268251,655,15
1858817,1868,74
3538575,804,57
2505579,945,24
4998889,218,5
2137141,913,69
3070861,455,28
4501214,310,4
1386176,565,20
3866121,1285,45
2155994,438,23
205968,3228,69
479837,2128,68
4615962,3105,142
1674316,2597,114
2797749,67,1
3123178,55,0
1575700,728,5
4017881,491,23
1885585,656,34
2097209,59,4
255176,227,6
4266291,926,38
1764424,1536,57
2575132,5617,14
1059480,134,5
663716,756,3
2559809,1279,138
3623484,127,3
1765052,257,2
2312797,4,0
2889709,121,2
4676959,105,2
1790188,60,0
4360464,959,27
2932488,168,2
4796256,130,1
1655632,6271,126
1539758,3101,11
3363059,1381,32
564928,1152,3
2854253,63,0
5146636,1064,7
1508998,1659,48
3433325,93,8
5005165,551,3
992573,112,1
1310508,730,15
589513,2715,10
963285,2233,118
2015942,1127,21
1013057,816,3
2958664,2294,229
4497044,2021,193
3105892,387,29
2530620,2682,66
588281,832,14
4436461,2084,292
1282448,56,3
4737118,44,1
2297311,2229,95
4911515,669,41
3765959,35,0
2655636,392,4
662603,3642,48
2172093,311,25
3448205,2427,225
4064281,1376,13
3588816,690,27
1602288,624,1
4824517,539,31
3622542,926,2
2934788,383,21
3387556,128,13
2790057,180,6
1098042,405,19
3405515,826,45
4007123,2256,135
3971478,252,15
2825463,10,0
970588,374,21
479797,216,9
3260723,288,14
1548548,3348,44
4311343,1649,68
1641818,2323,38
5083254,2547,146
4820445,131,7
2176263,6712,106
142059,196,7
4403323,1261,94
2902064,497,12
3211701,1110,52
4307960,509,38
1608693,406,14
2864132,386,17
1792163,326,21
1016910,245,6
904807,483,1
1906629,168,0
2492705,467,4
4482155,853,15
1835558,101,4
1155625,564,67
1340836,1650,102
1518771,501,15
2352087,1248,72
2801637,913,25
2506581,557,3
352399,582,74
4760804,1069,64
4127459,3430,224
4323655,1628,46
4225430,370,9
1046845,348,38
4535278,1332,13
4864746,473,21
3272095,297,6
3912944,264,11
3998373,575,21
3713246,442,13
3772122,1049,104
4870877,1312,58
2851989,2894,100
2469855,1074,31
4135606,100,2
3153380,748,28
3131155,339,18
4096857,95,2
999348,235,17
1357611,318,12
2555879,60,6
1537669,1853,179
1962983,1085,44
2082734,5484,51
2806798,1656,62
4921353,3923,172
1023512,5,0
207891,349,44
3550349,1169,30
1955349,1760,135
2649129,790,34
3964146,760,22
3247211,960,36
2185551,1394,47
1928128,237,0
2988043,1438,55
3743261,83,5
1314876,3273,77
3373476,387,37
725994,199,5
4892060,3942,225
90326,532,74
1793551,193,23
2588397,64,4
1032791,2128,46
2216425,48,2
3879687,5,1
1272549,1602,95
2884555,1012,64
1559253,236,17
4645906,3877,177
2013622,1460,41
571588,518,26
4346430,4,0
2442087,261,7
36722,155,7
2578096,184,14
4632342,5291,178
4358542,1197,25
3882202,900,109
1637260,3538,359
1391236,1777,29
3031312,1528,9
4683561,1935,108
3980291,897,49
887563,295,5
3707269,45,1
4911196,1470,2
5108490,400,20
1280595,95,2
354256,352,9
4380386,1244,40
2307791,876,31
646234,905,35
3835786,544,0
2433733,5926,23
3014132,1283,80
1597658,1176,4
3574673,921,18
4882904,253,20
1992078,3073,95
1418582,3279,228
3434878,102,21
2379229,840,5
3021605,1391,31
4624272,2431,121
2062335,1190,97
1426835,823,9
1393394,420,3
1911903,195,38
2759887,1470,89
3545363,331,5
5156420,1796,26
1130080,1333,8
2312170,195,7
3120942,261,4
1838064,399,5
504559,364,19
4517520,125,0
2232382,639,22
4971646,364,23
3281371,916,77
1021251,883,25
1823789,132,3
4963533,57,4
1003726,1354,3
835752,16,1
994464,1927,93
3315940,862,74
4056651,1559,68
2056438,970,30
2128694,1478,29
2444955,490,1
960298,2493,67
2095707,627,32
589207,137,15
1726863,957,18
3218826,238,6
2122129,456,2
176556,1496,43
2482357,1019,25
4449875,20,0
1904657,1182,165
4802503,90,0
4183651,101,0
2483206,2024,139
4903093,1206,69
3783852,2019,69
1986596,752,35
4166300,158,0
3295699,199,24
499049,4236,86
5015375,1721,227
3511975,1134,33
4762296,309,0
2393050,317,12
3510379,414,16
2177033,782,75
2776831,1210,18
4227487,3002,120
3016461,270,34
3258823,1121,42
396247,17,0
3253709,1300,44
377676,1086,31
4597130,1485,46
3881189,17,4
2773419,566,24
1521024,318,7
2565857,2883,43
4680195,1130,35
83079,523,12
3309643,473,20
2977477,97,10
4924053,1422,142
2899021,60,2
2446427,378,50
3467061,766,31
1946069,2862,62
1710799,660,17
2625401,303,16
2238843,2396,94
2729310,8,0
2974419,1180,32
1959284,1773,11
507291,475,11
3504528,3,0
2316669,791,5
3710622,363,3
1167279,901,34
1701543,435,3
1613385,1043,3
3630197,1431,41
907178,73,8
3942794,41,3
434180,721,28
393580,508,37
2268983,83,3
3505338,3842,143
1461957,776,22
4284910,1181,12
2829779,1480,22
2471992,1537,19
2063273,357,5
3757435,4695,179
2192313,187,0
1936090,1267,3
4141851,1413,6
1516260,146,73
963518,2,0
1677989,442,29
2823232,162,17
814178,792,101
1124123,392,12
428513,635,10
3981531,2537,176
4953826,1115,112
4489615,457,22
5066282,125,1
914224,128,7
4994388,4924,60
2620396,1040,4
2920833,642,14
1965458,236,4
4055505,2384,18
1565799,715,0
4526457,579,22
3554178,52,0
1425624,483,4
1175096,444,31
1751679,304,43
1782900,163,6
2687903,850,14
2575059,2884,13
1219760,644,31
2524663,151,5
1712657,881,87
5055329,687,8
3254436,249,21
1030192,1352,1348
2388400,1867,141
4410579,1309,67
3883457,1185,96
1879828,287,27
5109144,337,35
2202625,582,8
3575962,1562,113
4356440,2468,291
4185664,2410,225
5039255,130,4
3231230,317,21
5038872,151,16
1098175,439,34
1751320,110,0
275937,440,32
1561839,548,1
3739206,4243,186
1771708,687,26
4402326,6203,156
3544478,168,22
1113144,85,3
2179307,1991,7
1079916,10,1
4060157,219,21
3979081,978,54
3488278,703,78
2044304,4460,405
4015341,117,6
738670,2274,131
1026155,324,38
1730162,1765,6
3142076,1119,32
973389,2390,28
1236470,161,0
2677611,1512,104
837488,644,28
2051267,1308,112
3820436,653,17
2128214,994,54
3874715,156,0
865919,1223,16
2053851,829,5
4315183,926,46
2083571,572,4
318811,88,0
343112,558,10
3562099,18,0
4301074,540,4
1001152,7,0
2257565,126,4
305551,484,1
830235,261,10
2044695,654,29
1123103,90,2
2842761,92,1
2012131,3429,28
4220950,931,26
4934549,908,50
2682858,159,5
3982609,2237,18
1073472,968,63
3609110,281,8
171128,3036,206
1225824,260,26
4924285,1440,49
2415413,1704,131
334831,2663,192
1893541,3083,134
4921728,1293,108
4971055,1093,52
3448504,1577,41
2671549,385,27
4595580,1643,33
4702145,120,2
4325718,52,3
647740,1207,88
2465573,539,32
3832749,4432,153
1542889,346,14
2771528,16,0
2512968,2965,88
3042444,4855,56
1876707,3339,110
1462051,5879,289
2460565,387,210
3229336,340,89
3661575,1117,81
1913428,257,14
291354,293,19
2854994,1126,61
4617666,98,5
4936155,886,124
391823,161,11
3508256,516,34
1485156,3086,272
2682627,879,26
300463,383,8
3099096,99,2
4280793,1906,71
3172967,912,21
3902978,41,2
4832262,100,4
4349907,1569,51
3208580,82,5
2859442,780,13
3706262,541,65
4604737,356,13
388626,171,2
433130,375,13
1133273,638,68
4484303,206,8
3340592,506,31
1524470,1513,38
5105125,454,5
1673948,1295,94
2889935,210,9
1536770,1498,25
1735933,345,11
305253,1382,106
4909025,1245,48
655334,134,3
4671427,1566,25
3745602,637,42
3267288,740,74
3619237,643,73
896501,235,0
2783548,138,2
1732985,181,0
3923569,1904,51
2669578,1721,40
5035745,706,4
4274907,650,105
3079748,12,2
4017084,1077,72
3621053,72,9
41527,821,45
2553257,189,18
2245265,1788,30
4669008,613,10
3242912,385,10
4311126,151,4
2585604,309,11
3082644,68,1
1373028,355,18
795297,365,7
1328592,183,6
764716,359,9
4990074,148,12
937184,628,14
482940,734,8
3697658,1341,124
629854,603,37
2643222,1243,21
4488210,841,0
1043312,1901,77
845239,230,34
4149628,492,7
4405074,97,7
3512820,371,3
3109662,857,26
1533477,122,1
493676,1015,19
1350540,1105,19
1158078,311,1
3729801,899,37
3334995,1360,21
2267553,429,3
1180493,428,9
3592798,1171,110
3282340,1707,103
2431277,31,2
4729642,24,0
3336289,2624,74
278173,939,17
2447947,714,52
98863,173,1
3816510,501,7
1653688,740,0
3262735,412,9
420877,1554,12
1725877,778,2
3091219,1037,33
1234577,471,0
1602084,87,13
2072020,250,17
3593794,763,34
1149556,222,17
918999,476,35
337775,2369,111
1094282,359,22
3075153,535,35
2275650,625,54
5079208,89,1
8109,390,29
1494023,643,34
2376274,100,2
1161981,6133,21
2871611,102,0
1144346,108,2
2161504,4743,96
1899335,1141,34
2729862,866,84
1997869,2086,19
4693580,454,18
3751653,97,0
413656,1997,18
1065421,1370,21
2592038,2473,94
647611,935,19
1617852,60,0
1680882,570,27
4774660,2153,45
3940352,2095,140
5030407,1679,233
1234361,690,22
3747517,2804,178
2187532,768,51
1422404,362,7
3074739,354,31
2533022,157,8
1654824,1960,42
1299473,1084,39
1619893,704,9
2051499,772,19
3208818,279,7
3934761,1893,24
4701147,1118,62
820727,1962,185
3473739,640,14
1588377,206,10
1298735,1190,10
372289,1064,31
4462274,2429,156
122524,884,12
387633,1681,118
2533566,416,18
910741,65,39
1960523,809,36
3558035,1556,42
451092,3014,125
5133252,363,8
4149925,643,4
4568352,1631,2
4245823,611,19
3514742,477,10
4694009,457,0
1842203,200,2
771062,1264,19
2881914,335,5
280472,398,21
482114,978,53
1363301,1259,27
3491350,312,34
878325,4882,200
4781861,1305,47
4427946,306,6
3465027,168,7
1965689,777,20
841304,154,4
2894212,283,38
3956037,194,11
3374582,23,2
5025773,651,7
1046690,118,3
3298620,300,20
3987097,970,34
5130965,126,4
754825,461,5
389948,537,22
1393144,234,29
69317,322,15
2939036,144,8
3333535,115,1
4986498,53,1
2432451,1073,75
272572,80,2
371308,63,0
1895342,181,17
4263693,666,38
246584,687,14
3117823,356,43
2221025,2897,83
930695,60,0
3851390,249,6
1405724,270,12
182358,4074,331
4796716,177,14
2609208,706,108
4260877,1609,56
1422133,173,7
3395587,2008,186
3195996,107,6
4145710,134,0
2802293,452,6
990111,1132,2
3138353,4375,147
4286417,651,35
3703129,701,43
75275,537,8
3882401,896,89
3148847,90,7
2935574,5762,165
3138002,1294,52
1794065,1278,88
5032953,197,3
4649616,41,1
4187784,1059,46
516813,1359,42
4327791,710,56
364125,999,40
1694317,298,18
1089105,864,12
577442,639,15
542417,762,4
633295,1048,54
2880519,286,7
3412811,562,30
199300,240,9
1125802,256,15
2964467,997,0
3920939,355,10
642764,202,11
4187767,405,9
1952350,185,3
311509,2058,184
823629,630,21
1481346,163,14
4251754,71,1
422656,359,69
3304099,467,21
3882159,1008,50
280333,714,7
2534744,1380,47
4495546,147,4
1593276,210,4
5078340,1013,20
4612213,2054,157
5138000,800,24
4826774,603,0
1368186,2567,183
1383956,1053,114
2336370,329,91
2319794,771,36
1674186,657,46
2553299,1655,66
443490,1070,54
3808001,925,18
3099787,3249,74
3754527,1932,118
1206266,1349,7
2961571,411,15
1685432,630,50
2596518,1757,68
1363459,2802,136
1471680,407,31
461696,207,15
2709371,159,7
1135708,4615,96
2101300,28,0
5009745,2,0
585280,719,4
4038480,1058,47
3184079,1971,70
959702,1816,20
4911576,351,21
3398456,456,12
1200699,412,0
388942,856,47
3774354,92,8
825165,1989,61
3996607,599,12
1973742,201,3
3176262,612,19
858185,331,22
4775659,886,63
3139855,254,19
3191795,550,51
883306,885,105
2807166,502,17
4402976,108,1
1552636,468,21
4897866,701,19
5059368,1255,98
2677060,506,14
4642360,1527,4
1222799,2737,132
2243601,63,6
3008185,336,11
4091042,885,36
2519883,28,0
4152593,655,29
4357073,561,31
2791755,669,31
4291697,412,63
783366,587,8
2586887,607,34
3594090,905,65
1642508,147,17
1556634,285,2
229607,1883,70
1378332,1996,60
2253008,210,14
3006470,200,9
4652209,1030,78
893978,144,3
3547813,985,17
3972128,633,26
546023,2480,89
852546,1360,5
3090680,110,5
1289154,413,19
1390851,675,59
3618523,285,3
1112828,447,0
1396935,2307,5
4981015,691,4
2184853,95,1
191432,1418,7
4857685,201,1
2958888,195,1
2466824,862,48
4797379,1981,5
2081312,531,57
3222457,372,14
4814359,214,8
4379751,342,8
1280805,366,2
3573011,709,15
906276,715,11
4173539,1447,58
3014848,1189,23
4239953,442,2
416183,173,2
1372485,272,3
2183205,818,26
4023334,73,0
1922064,285,3
186515,331,14
1338176,956,25
586317,285,4
118577,864,8
172164,1243,25
3255355,2110,139
3580032,191,9
3362577,1309,42
3437401,1067,12
3013991,1728,63
4537544,151,7
1736513,146,1
646474,26,0
4564334,294,1
240303,3096,130
2209822,520,0
3791692,1370,67
3595399,99,6
4862987,65,0
32967,797,12
17710,525,11
4524254,231,11
308413,499,20
3185579,1001,15
3695506,662,28
5134471,592,61
4733883,1266,18
4333465,2295,106
3330819,564,12
4376427,657,20
841074,337,18
4208686,1379,15
515708,312,18
4704484,522,48
663387,526,35
306020,384,27
3500724,98,4
205899,454,16
1298222,1879,62
1683967,214,17
3646615,258,2
5055998,930,7
3976816,652,12
878813,931,36
680438,871,97
1490433,326,21
5103002,8452,51
750742,14,2
2147829,923,60
3028146,520,9
2065526,432,16
774140,224,1
4885787,232,16
1925578,1869,78
4092319,1393,78
1912148,895,45
3736158,1559,38
4837990,61,5
4021638,2280,74
1965698,959,20
4269526,317,50
3077522,150,12
3354040,784,5
2993053,176,27
4876258,1422,20
3343329,112,1
3905335,1409,3
2904271,86,4
4394186,31,1
3657643,7,0
2019624,1057,69
4782834,350,29
3654847,548,0
66556,155,10
3487744,433,10
4880100,11,0
1126754,48,0
376837,601,21
4216317,1370,92
2362330,20,0
2852103,3,0
4734633,266,2
2082784,66,1
5140004,996,3
3809593,710,27
3971609,102,0
338881,221,6
3274325,687,30
1279737,1301,58
1120963,224,6
430834,1019,31
3937814,1915,176
379863,63,2
756477,336,19
3842246,139,0
1450058,171,8
2670117,800,59
3278662,79,6
2599058,15,0
4421944,89,7
2788167,333,12
4570434,594,2
5086773,81,2
3756425,259,14
1759436,420,68
3051006,750,30
4925852,109,0
4084685,19,1
254470,30,0
3890016,906,5
2540745,1039,41
150092,1097,18
965238,83,3
4094201,179,15
1259087,54,1
1075533,3352,202
4276479,929,35
2731517,74,1
3157873,291,0
3835102,185,1
1216180,485,65
2799848,427,5
681850,1035,17
2678652,300,1
4756346,585,14
2687765,590,1
3272055,254,10
1812024,297,1
5138762,917,4
2408283,420,12
2200766,645,17
3009451,350,0
2021104,441,8
4661468,1362,77
758773,338,6
2340871,564,14
235118,297,22
1265863,511,12
4776923,59,0
3105682,68,0
2546494,167,6
984003,214,23
1483024,265,1
1467314,1743,32
4791913,1321,42
4135739,104,0
4732548,353,2
2233787,642,15
2700376,762,10
4135404,2402,23
4610961,1038,6
2257426,1903,23
1997475,1101,12
930394,1162,75
2530237,178,1
3785061,114,3
4643925,310,4
2588445,287,5
3186000,92,1
2192649,1241,126
3840501,4,0
462791,2137,175
4290971,575,12
2270623,318,27
4312292,545,15
4473295,956,52
294562,1149,137
4567369,711,20
4529006,113,4
306342,56,1
2435277,136,0
1616401,19,0
2789542,48,1
95456,241,11
330260,1750,61
3229566,261,5
748392,566,13
3205278,133,0
2992045,1157,7
4117544,152,4
1957404,41,6
1687159,474,32
4977533,287,6
653715,45,1
1136219,959,46
2200638,404,17
2436491,1681,63
1572153,173,0
4385918,1714,70
529907,264,22
1542241,1389,87
1472127,611,17
1718072,181,4
1539328,37,0
3812995,141,2
538518,339,2
3287694,736,8
1106870,665,22
926985,838,23
2681596,15,0
1423435,17,0
3437860,198,10
4933257,305,6
4075346,86,4
838020,307,5
4964623,256,11
4886389,460,4
281302,471,22
2728656,1801,76
4273374,477,15
3750515,147,2
3427691,367,7
613491,263,11
2611027,232,7
537820,1516,9
306490,618,3
5023473,638,3
490909,179,14
3258234,239,17
3965224,99,6
4960046,2692,65
4517665,227,13
4785435,97,2
2439117,103,0
4245405,127,15
1448274,82,0
1702673,417,56
621786,972,40
4024676,260,24
4979785,16,0
838388,117,2
1740555,156,1
4631356,1490,29
2630209,127,4
2819811,243,152
2595375,189,0
44158,937,9
3919762,334,3
1260607,566,5
4454958,89,6
4946287,42,4
4386897,4,2
4266879,707,17
468291,328,6
4499142,79,2
3603295,35,5
627715,1202,58
1104822,923,28
2145168,1173,34
465980,1168,18
2084864,1164,18
1610367,192,0
3227115,289,1
3061895,99,6
746548,633,86
3487909,122,8
4102207,64,8
4481193,1331,28
4215937,1907,124
1009667,544,32
1825660,30,3
2517448,303,35
916706,631,16
454621,40,0
513013,1525,41
1254305,1027,15
2992415,493,29
2787897,678,24
2650255,454,15
262123,147,4
4685965,32,9
928334,363,5
3880080,539,8
1729145,39,0
4904667,240,3
599327,477,11
1830489,222,3
1816096,3,0
4695478,2194,65
3922526,1603,207
1901895,265,24
3854606,727,9
593235,1333,70
3021762,665,55
2116789,1383,49
3312216,394,1
3326223,496,57
3805690,115,2
3850855,1333,12
1846853,41,0
4992952,452,76
2357594,533,25
1865211,327,15
3634167,593,3
962175,20,0
2049210,283,17
3191144,76,3
2018601,186,8
3521143,25,2
4538224,66,0
1173600,98,6
1504264,351,16
1579789,3624,23
2695277,603,14
3118515,51,1
72090,79,0
2916918,1015,38
1547412,628,79
442567,1062,5
2924780,857,40
3624267,546,23
2584074,685,2
2581843,1087,43
1995600,901,49
3289012,1046,41
2638664,1646,24
4365427,168,1
3620998,678,50
142492,1526,19
4976839,1468,8
2746972,1762,7
4370954,1366,85
3751309,941,27
920269,63,2
4689003,177,3
3041259,917,27
572644,508,24
5119295,425,20
2099849,188,0
5085490,273,4
4943214,210,1
1824155,93,3
4014446,911,36
4009606,85,2
409878,1415,55
3460047,984,33
3422966,31,4
2138566,119,8
2080214,39,3
1349294,31,0
1447294,1704,65
1582751,264,2
3225422,185,5
217383,244,8
1382333,95,13
4290223,48,0
4159811,1794,125
702162,340,2
4814620,1204,66
4809874,1093,17
2626490,1730,203
2477357,1104,24
1465060,206,18
48178,1826,21
556840,11,2
2843368,198,5
219531,1723,83
222819,154,11
810054,69,1
2040765,1176,15
3381217,251,9
1692250,268,38
1341913,566,26
4337219,701,40
3427587,528,37
300699,854,70
117196,162,16
808429,272,14
3115091,83,6
3794880,1110,39
3707926,114,0
145365,794,8
2285980,580,1
4495588,562,36
4513366,394,42
849098,155,2
4631177,407,4
5093750,112,7
5073012,109,4
4478620,3144,131
3284512,355,1
1865209,160,17
1432828,605,12
4373592,60,6
12816,1397,33
1469622,1063,120
4444671,269,32
5155355,217,28
3778921,413,28
4573973,536,42
3386305,335,2
3970251,368,5
3244175,1153,81
1628030,2115,137
1417724,230,5
302746,102,5
1881274,587,33
2602866,178,8
4635122,598,14
3896430,289,0
4852691,134,6
292885,971,30
2982166,341,0
